Age_log,Age,Fare,FarePerPerson,Fare_log,Pclass,FamilySize,SibSp,Parch,IsAlone,Survived
3.1354942159291497,22.0,7.25,3.625,2.110213200346589,3,2,1,0,0,0
3.6635616461296463,38.0,71.2833,35.64165,4.2805931204649,1,2,1,0,0,1
3.295836866004329,26.0,7.925,7.925,2.188856327665703,3,1,0,0,1,1
3.58351893845611,35.0,53.1,26.55,3.990834185852436,1,2,1,0,0,1
3.58351893845611,35.0,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
,,8.4583,8.4583,2.246892662898172,3,1,0,0,1,0
4.007333185232471,54.0,51.8625,51.8625,3.967694202798607,1,1,0,0,1,0
1.0986122886681098,2.0,21.075,4.215,3.0944457464900235,3,5,3,1,0,0
3.332204510175204,27.0,11.1333,3.7111,2.495953738718064,3,3,0,2,0,1
2.70805020110221,14.0,30.0708,15.0354,3.436268471383741,2,2,1,0,0,1
1.6094379124341005,4.0,16.7,5.566666666666666,2.873564639579784,3,3,1,1,0,1
4.07753744390572,58.0,26.55,26.55,3.316002535598924,1,1,0,0,1,1
3.044522437723423,20.0,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
3.688879454113936,39.0,31.275,4.467857142857143,3.4742929367327062,3,7,1,5,0,0
2.70805020110221,14.0,7.8542,7.8542,2.180891922715322,3,1,0,0,1,0
4.02535169073515,55.0,16.0,16.0,2.833213344056216,2,1,0,0,1,1
1.0986122886681098,2.0,29.125,4.854166666666667,3.405355391810819,3,6,4,1,0,0
,,13.0,13.0,2.6390573296152584,2,1,0,0,1,1
3.4657359027997265,31.0,18.0,9.0,2.9444389791664403,3,2,1,0,0,0
,,7.225,7.225,2.107178296651436,3,1,0,0,1,1
3.58351893845611,35.0,26.0,26.0,3.295836866004329,2,1,0,0,1,0
3.555348061489413,34.0,13.0,13.0,2.6390573296152584,2,1,0,0,1,1
2.772588722239781,15.0,8.0292,8.0292,2.200463769927285,3,1,0,0,1,1
3.367295829986474,28.0,35.5,35.5,3.597312260588446,1,1,0,0,1,1
2.19722457733622,8.0,21.075,4.215,3.0944457464900235,3,5,3,1,0,0
3.6635616461296463,38.0,31.3875,4.483928571428572,3.4777725458882283,3,7,1,5,0,1
,,7.225,7.225,2.107178296651436,3,1,0,0,1,0
2.995732273553991,19.0,249.00622000000035,41.50103666666673,5.521485797552746,1,6,3,2,0,0
,,7.8792,7.8792,2.1837114628556327,3,1,0,0,1,1
,,7.8958,7.8958,2.1855792552411137,3,1,0,0,1,0
3.713572066704308,40.0,27.7208,27.7208,3.357621598945279,1,1,0,0,1,0
,,146.5208,73.2604,4.993969182787072,1,2,1,0,0,1
,,7.75,7.75,2.169053700369523,3,1,0,0,1,1
4.202750436065887,65.87,10.5,10.5,2.4423470353692043,2,1,0,0,1,0
3.367295829986474,28.0,82.1708,41.0854,4.420896324687287,1,2,1,0,0,0
3.7612001156935615,42.0,52.0,26.0,3.970291913552122,1,2,1,0,0,0
,,7.2292,7.2292,2.1076888046179385,3,1,0,0,1,1
3.091042453358316,21.0,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
2.9444389791664403,18.0,18.0,6.0,2.9444389791664403,3,3,2,0,0,0
2.70805020110221,14.0,11.2417,5.62085,2.5048481563289,3,2,1,0,0,1
3.713572066704308,40.0,9.475,4.7375,2.348991465808201,3,2,1,0,0,0
3.332204510175204,27.0,21.0,10.5,3.091042453358316,2,2,1,0,0,0
,,7.8958,7.8958,2.1855792552411137,3,1,0,0,1,0
1.3862943611198906,3.0,41.5792,10.3948,3.751365871125377,2,4,1,2,0,1
2.995732273553991,19.0,7.8792,7.8792,2.1837114628556327,3,1,0,0,1,1
,,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
,,15.5,7.75,2.803360380906535,3,2,1,0,0,0
,,7.75,7.75,2.169053700369523,3,1,0,0,1,1
,,21.6792,7.226400000000001,3.121448204868825,3,3,2,0,0,0
2.9444389791664403,18.0,17.8,8.9,2.933856869835904,3,2,1,0,0,0
2.079441541679836,7.0,39.6875,6.614583333333333,3.705920919968788,3,6,4,1,0,0
3.091042453358316,21.0,7.8,7.8,2.174751721484161,3,1,0,0,1,0
3.912023005428146,49.0,76.7292,38.3646,4.353230991152628,1,2,1,0,0,1
3.4011973816621555,29.0,26.0,13.0,3.295836866004329,2,2,1,0,0,1
4.189654742026425,65.0,61.9792,30.9896,4.142804513146981,1,2,0,1,0,0
,,35.5,35.5,3.597312260588446,1,1,0,0,1,1
3.091042453358316,21.0,10.5,10.5,2.4423470353692043,2,1,0,0,1,1
3.3843902633457743,28.5,7.2292,7.2292,2.1076888046179385,3,1,0,0,1,0
1.791759469228055,5.0,27.75,6.9375,3.3586377672433594,2,4,1,2,0,1
2.4849066497880004,11.0,46.9,5.8625,3.8691155044168695,3,8,5,2,0,0
3.1354942159291497,22.0,7.2292,7.2292,2.1076888046179385,3,1,0,0,1,0
3.6635616461296463,38.0,80.0,80.0,4.394449154672439,1,1,0,0,1,1
3.828641396489095,45.0,83.475,41.7375,4.436455632600354,1,2,1,0,0,0
1.6094379124341005,4.0,27.9,4.65,3.3638415951183864,3,6,3,2,0,0
,,27.7208,27.7208,3.357621598945279,1,1,0,0,1,0
,,15.2458,5.081933333333333,2.787834413830345,3,3,1,1,0,1
3.4011973816621555,29.0,10.5,10.5,2.4423470353692043,2,1,0,0,1,1
2.995732273553991,19.0,8.1583,8.1583,2.2146605719425225,3,1,0,0,1,0
2.8903717578961645,17.0,7.925,1.1321428571428571,2.188856327665703,3,7,4,2,0,1
3.295836866004329,26.0,8.6625,2.8875,2.2682524139135403,3,3,2,0,0,0
3.49650756146648,32.0,10.5,10.5,2.4423470353692043,2,1,0,0,1,0
2.833213344056216,16.0,46.9,5.8625,3.8691155044168695,3,8,5,2,0,0
3.091042453358316,21.0,73.5,73.5,4.310799125385514,2,1,0,0,1,0
3.295836866004329,26.0,14.4542,7.2271,2.737880811060884,3,2,1,0,0,0
3.49650756146648,32.0,56.4958,56.4958,4.05171190165724,3,1,0,0,1,1
3.258096538021482,25.0,7.65,7.65,2.157559320943788,3,1,0,0,1,0
,,7.8958,7.8958,2.1855792552411137,3,1,0,0,1,0
,,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
0.6043159668533294,0.83,29.0,9.666666666666666,3.4011973816621555,2,3,0,2,0,1
3.4339872044851463,30.0,12.475,12.475,2.600836116795061,3,1,0,0,1,1
3.1354942159291497,22.0,9.0,9.0,2.302585092994046,3,1,0,0,1,0
3.4011973816621555,29.0,9.5,9.5,2.3513752571634776,3,1,0,0,1,1
,,7.7875,7.7875,2.1733302571367834,3,1,0,0,1,1
3.367295829986474,28.0,47.1,47.1,3.873282177111716,1,1,0,0,1,0
2.8903717578961645,17.0,10.5,10.5,2.4423470353692043,2,1,0,0,1,1
3.5263605246161616,33.0,15.85,3.9625,2.8243506567983707,3,4,3,0,0,1
2.833213344056216,16.0,34.375,6.875,3.566005355963401,3,5,1,3,0,0
,,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
3.1780538303479458,23.0,249.00622000000035,41.50103666666673,5.521485797552746,1,6,3,2,0,1
3.218875824868201,24.0,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
3.4011973816621555,29.0,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
3.044522437723423,20.0,7.8542,7.8542,2.180891922715322,3,1,0,0,1,0
3.8501476017100575,46.0,61.175,30.5875,4.1299529896894684,1,2,1,0,0,0
3.295836866004329,26.0,20.575,5.14375,3.0715352369694915,3,4,1,2,0,0
4.0943445622221,59.0,7.25,7.25,2.110213200346589,3,1,0,0,1,0
,,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
4.202750436065887,65.87,34.6542,34.6542,3.57386695198272,1,1,0,0,1,0
3.1780538303479458,23.0,63.3583,31.67915,4.164465907853638,1,2,0,1,0,1
3.555348061489413,34.0,23.0,11.5,3.1780538303479458,2,2,0,1,0,1
3.555348061489413,34.0,26.0,13.0,3.295836866004329,2,2,1,0,0,0
3.367295829986474,28.0,7.8958,7.8958,2.1855792552411137,3,1,0,0,1,0
,,7.8958,7.8958,2.1855792552411137,3,1,0,0,1,0
3.091042453358316,21.0,77.2875,38.64375,4.360387947851531,1,2,0,1,0,0
3.5263605246161616,33.0,8.6542,8.6542,2.267393053825037,3,1,0,0,1,0
3.6375861597263857,37.0,7.925,2.6416666666666666,2.188856327665703,3,3,2,0,0,0
3.367295829986474,28.0,7.8958,7.8958,2.1855792552411137,3,1,0,0,1,0
3.091042453358316,21.0,7.65,7.65,2.157559320943788,3,1,0,0,1,1
,,7.775,7.775,2.1719067693519296,3,1,0,0,1,1
3.6635616461296463,38.0,7.8958,7.8958,2.1855792552411137,3,1,0,0,1,0
,,24.15,12.075,3.224857896545748,3,2,1,0,0,1
3.871201010907891,47.0,52.0,52.0,3.970291913552122,1,1,0,0,1,0
2.740840023925201,14.5,14.4542,7.2271,2.737880811060884,3,2,1,0,0,0
3.1354942159291497,22.0,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
3.044522437723423,20.0,9.825,4.9125,2.381858273888553,3,2,1,0,0,0
2.8903717578961645,17.0,14.4583,14.4583,2.738146075922933,3,1,0,0,1,0
3.091042453358316,21.0,7.925,7.925,2.188856327665703,3,1,0,0,1,0
4.202750436065887,65.87,7.75,7.75,2.169053700369523,3,1,0,0,1,0
3.4011973816621555,29.0,21.0,10.5,3.091042453358316,2,2,1,0,0,0
3.218875824868201,24.0,247.5208,123.7604,5.515526544247129,1,2,0,1,0,0
1.0986122886681098,2.0,31.275,4.467857142857143,3.4742929367327062,3,7,4,2,0,0
3.091042453358316,21.0,73.5,24.5,4.310799125385514,2,3,2,0,0,0
,,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
3.5115454388310208,32.5,30.0708,15.0354,3.436268471383741,2,2,1,0,0,0
3.5115454388310208,32.5,13.0,13.0,2.6390573296152584,2,1,0,0,1,1
4.007333185232471,54.0,77.2875,38.64375,4.360387947851531,1,2,0,1,0,0
2.5649493574615367,12.0,11.2417,5.62085,2.5048481563289,3,2,1,0,0,1
,,7.75,7.75,2.169053700369523,3,1,0,0,1,0
3.218875824868201,24.0,7.1417,7.1417,2.0969990034181696,3,1,0,0,1,1
,,22.3583,7.452766666666666,3.1509523813392697,3,3,1,1,0,1
3.828641396489095,45.0,6.975,6.975,2.076311648670908,3,1,0,0,1,0
3.5263605246161616,33.0,7.8958,7.8958,2.1855792552411137,3,1,0,0,1,0
3.044522437723423,20.0,7.05,7.05,2.0856720914304723,3,1,0,0,1,0
3.871201010907891,47.0,14.5,7.25,2.740840023925201,3,2,1,0,0,0
3.4011973816621555,29.0,26.0,13.0,3.295836866004329,2,2,1,0,0,1
3.258096538021482,25.0,13.0,13.0,2.6390573296152584,2,1,0,0,1,0
3.1780538303479458,23.0,15.0458,15.0458,2.775447133088262,2,1,0,0,1,0
2.995732273553991,19.0,26.2833,8.7611,3.3062747934011893,1,3,0,2,0,1
3.6375861597263857,37.0,53.1,26.55,3.990834185852436,1,2,1,0,0,0
2.833213344056216,16.0,9.2167,9.2167,2.3240236363515288,3,1,0,0,1,0
3.218875824868201,24.0,79.2,79.2,4.384523514872469,1,1,0,0,1,0
,,15.2458,5.081933333333333,2.787834413830345,3,3,0,2,0,0
3.1354942159291497,22.0,7.75,7.75,2.169053700369523,3,1,0,0,1,1
3.218875824868201,24.0,15.85,7.925,2.8243506567983707,3,2,1,0,0,1
2.995732273553991,19.0,6.75,6.75,2.0476928433652555,3,1,0,0,1,0
2.9444389791664403,18.0,11.5,11.5,2.525728644308256,2,1,0,0,1,0
2.995732273553991,19.0,36.75,12.25,3.6309854756950335,2,3,1,1,0,0
3.332204510175204,27.0,7.7958,7.7958,2.174274334826008,3,1,0,0,1,1
2.302585092994046,9.0,34.375,6.875,3.566005355963401,3,5,2,2,0,0
3.624340932976365,36.5,26.0,8.666666666666666,3.295836866004329,2,3,0,2,0,0
3.7612001156935615,42.0,13.0,13.0,2.6390573296152584,2,1,0,0,1,0
3.951243718581428,51.0,12.525,12.525,2.6045398247325453,2,1,0,0,1,0
3.1354942159291497,22.0,66.6,33.3,4.213607983048918,1,2,1,0,0,1
4.034240638152395,55.5,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
3.725693427236653,40.5,14.5,4.833333333333333,2.740840023925201,3,3,0,2,0,0
,,7.3125,7.3125,2.117760405981973,3,1,0,0,1,0
3.951243718581428,51.0,61.3792,30.6896,4.133231886474144,1,2,0,1,0,0
2.833213344056216,16.0,7.7333,7.7333,2.167143305297764,3,1,0,0,1,1
3.4339872044851463,30.0,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
,,8.6625,8.6625,2.2682524139135403,3,1,0,0,1,0
,,69.55,6.322727272727272,4.256321678298823,3,11,8,2,0,0
3.80666248977032,44.0,16.1,8.05,2.8390784635086144,3,2,0,1,0,0
3.713572066704308,40.0,15.75,15.75,2.818398258271076,2,1,0,0,1,1
3.295836866004329,26.0,7.775,7.775,2.1719067693519296,3,1,0,0,1,0
2.8903717578961645,17.0,8.6625,8.6625,2.2682524139135403,3,1,0,0,1,0
0.6931471805599453,1.0,39.6875,6.614583333333333,3.705920919968788,3,6,4,1,0,0
2.302585092994046,9.0,20.525,6.841666666666666,3.0692150503137943,3,3,0,2,0,1
,,55.0,27.5,4.02535169073515,1,2,0,1,0,1
3.828641396489095,45.0,27.9,4.65,3.3638415951183864,3,6,1,4,0,0
,,25.925,25.925,3.2930552230424524,1,1,0,0,1,0
3.367295829986474,28.0,56.4958,56.4958,4.05171190165724,3,1,0,0,1,0
4.127134385045092,61.0,33.5,33.5,3.5409593240373143,1,1,0,0,1,0
1.6094379124341005,4.0,29.125,4.854166666666667,3.405355391810819,3,6,4,1,0,0
0.6931471805599453,1.0,11.1333,3.7111,2.495953738718064,3,3,1,1,0,1
3.091042453358316,21.0,7.925,7.925,2.188856327665703,3,1,0,0,1,0
4.04305126783455,56.0,30.6958,30.6958,3.4561841799918147,1,1,0,0,1,0
2.9444389791664403,18.0,7.8542,2.6180666666666665,2.180891922715322,3,3,1,1,0,0
,,25.4667,5.09334,3.275887339030031,3,5,3,1,0,0
3.9318256327243257,50.0,28.7125,28.7125,3.391567832686312,1,1,0,0,1,0
3.4339872044851463,30.0,13.0,13.0,2.6390573296152584,2,1,0,0,1,0
3.610917912644224,36.0,0.0,0.0,0.0,3,1,0,0,1,0
,,69.55,6.322727272727272,4.256321678298823,3,11,8,2,0,0
,,15.05,15.05,2.775708849576025,2,1,0,0,1,0
2.302585092994046,9.0,31.3875,4.483928571428572,3.4777725458882283,3,7,4,2,0,0
0.6931471805599453,1.0,39.0,9.75,3.688879454113936,2,4,2,1,0,1
1.6094379124341005,4.0,22.025,7.341666666666666,3.1365805821413706,3,3,0,2,0,1
,,50.0,50.0,3.9318256327243257,1,1,0,0,1,0
,,15.5,7.75,2.803360380906535,3,2,1,0,0,1
3.828641396489095,45.0,26.55,26.55,3.316002535598924,1,1,0,0,1,1
3.713572066704308,40.0,15.5,5.166666666666667,2.803360380906535,3,3,1,1,0,0
3.610917912644224,36.0,7.8958,7.8958,2.1855792552411137,3,1,0,0,1,0
3.49650756146648,32.0,13.0,13.0,2.6390573296152584,2,1,0,0,1,1
2.995732273553991,19.0,13.0,13.0,2.6390573296152584,2,1,0,0,1,0
2.995732273553991,19.0,7.8542,3.9271,2.180891922715322,3,2,1,0,0,1
1.3862943611198906,3.0,26.0,8.666666666666666,3.295836866004329,2,3,1,1,0,1
3.80666248977032,44.0,27.7208,27.7208,3.357621598945279,1,1,0,0,1,1
4.07753744390572,58.0,146.5208,146.5208,4.993969182787072,1,1,0,0,1,1
,,7.75,7.75,2.169053700369523,3,1,0,0,1,0
3.7612001156935615,42.0,8.4042,4.2021,2.2411563979973974,3,2,0,1,0,0
,,7.75,7.75,2.169053700369523,3,1,0,0,1,1
3.218875824868201,24.0,13.0,13.0,2.6390573296152584,2,1,0,0,1,0
3.367295829986474,28.0,9.5,9.5,2.3513752571634776,3,1,0,0,1,0
,,69.55,6.322727272727272,4.256321678298823,3,11,8,2,0,0
3.555348061489413,34.0,6.4958,6.4958,2.014342863683701,3,1,0,0,1,0
3.8394523125933104,45.5,7.225,7.225,2.107178296651436,3,1,0,0,1,0
2.9444389791664403,18.0,8.05,8.05,2.2027647577118348,3,1,0,0,1,1
1.0986122886681098,2.0,10.4625,5.23125,2.4390808375825834,3,2,0,1,0,0
3.49650756146648,32.0,15.85,7.925,2.8243506567983707,3,2,1,0,0,0
3.295836866004329,26.0,18.7875,18.7875,2.9850504252071306,3,1,0,0,1,1
2.833213344056216,16.0,7.75,7.75,2.169053700369523,3,1,0,0,1,1
3.713572066704308,40.0,31.0,31.0,3.4657359027997265,1,1,0,0,1,1
3.218875824868201,24.0,7.05,7.05,2.0856720914304723,3,1,0,0,1,0
3.58351893845611,35.0,21.0,21.0,3.091042453358316,2,1,0,0,1,1
3.1354942159291497,22.0,7.25,7.25,2.110213200346589,3,1,0,0,1,0
3.4339872044851463,30.0,13.0,13.0,2.6390573296152584,2,1,0,0,1,0
,,7.75,3.875,2.169053700369523,3,2,1,0,0,0
3.4657359027997265,31.0,113.275,56.6375,4.738607824217808,1,2,1,0,0,1
3.332204510175204,27.0,7.925,7.925,2.188856327665703,3,1,0,0,1,1
3.7612001156935615,42.0,27.0,13.5,3.332204510175204,2,2,1,0,0,0
3.49650756146648,32.0,76.2917,76.2917,4.347586575960343,1,1,0,0,1,1
3.4339872044851463,30.0,10.5,10.5,2.4423470353692043,2,1,0,0,1,0
2.833213344056216,16.0,8.05,8.05,2.2027647577118348,3,1,0,0,1,1
3.332204510175204,27.0,13.0,13.0,2.6390573296152584,2,1,0,0,1,0
3.951243718581428,51.0,8.05,8.05,2.2027647577118348,3,1,0,0,1,0
,,7.8958,7.8958,2.1855792552411137,3,1,0,0,1,0
3.6635616461296463,38.0,90.0,45.0,4.51085950651685,1,2,1,0,0,1
3.1354942159291497,22.0,9.35,9.35,2.336986519711378,3,1,0,0,1,0
2.995732273553991,19.0,10.5,10.5,2.4423470353692043,2,1,0,0,1,1
3.068052935133617,20.5,7.25,7.25,2.110213200346589,3,1,0,0,1,0
2.9444389791664403,18.0,13.0,13.0,2.6390573296152584,2,1,0,0,1,0
,,25.4667,5.09334,3.275887339030031,3,5,3,1,0,0
3.58351893845611,35.0,83.475,41.7375,4.436455632600354,1,2,1,0,0,1
3.4011973816621555,29.0,7.775,7.775,2.1719067693519296,3,1,0,0,1,0
4.0943445622221,59.0,13.5,13.5,2.6741486494265287,2,1,0,0,1,0
1.791759469228055,5.0,31.3875,4.483928571428572,3.4777725458882283,3,7,4,2,0,1
3.218875824868201,24.0,10.5,10.5,2.4423470353692043,2,1,0,0,1,0
,,7.55,7.55,2.145931282948669,3,1,0,0,1,0
3.80666248977032,44.0,26.0,13.0,3.295836866004329,2,2,1,0,0,0
2.19722457733622,8.0,26.25,8.75,3.305053521109253,2,3,0,2,0,1
2.995732273553991,19.0,10.5,10.5,2.4423470353692043,2,1,0,0,1,0
3.5263605246161616,33.0,12.275,12.275,2.5858825671280026,2,1,0,0,1,0
,,14.4542,7.2271,2.737880811060884,3,2,1,0,0,0
,,15.5,7.75,2.803360380906535,3,2,1,0,0,1
3.4011973816621555,29.0,10.5,10.5,2.4423470353692043,2,1,0,0,1,0
3.1354942159291497,22.0,7.125,7.125,2.094945728215801,3,1,0,0,1,0
3.4339872044851463,30.0,7.225,7.225,2.107178296651436,3,1,0,0,1,0
3.80666248977032,44.0,90.0,30.0,4.51085950651685,1,3,2,0,0,0
3.258096538021482,25.0,7.775,7.775,2.1719067693519296,3,1,0,0,1,0
3.218875824868201,24.0,14.5,4.833333333333333,2.740840023925201,2,3,0,2,0,1
3.6375861597263857,37.0,52.5542,17.518066666666666,3.980694225190728,1,3,1,1,0,1
4.007333185232471,54.0,26.0,13.0,3.295836866004329,2,2,1,0,0,0
,,7.25,7.25,2.110213200346589,3,1,0,0,1,0
3.4011973816621555,29.0,10.4625,3.4875000000000003,2.4390808375825834,3,3,1,1,0,0
4.143134726391533,62.0,26.55,26.55,3.316002535598924,1,1,0,0,1,0
3.4339872044851463,30.0,16.1,8.05,2.8390784635086144,3,2,1,0,0,0
3.737669618283368,41.0,20.2125,6.7375,3.0545906305603445,3,3,0,2,0,0
3.4011973816621555,29.0,15.2458,5.081933333333333,2.787834413830345,3,3,0,2,0,1
,,79.2,79.2,4.384523514872469,1,1,0,0,1,1
3.4339872044851463,30.0,86.5,86.5,4.471638793363569,1,1,0,0,1,1
3.58351893845611,35.0,249.00622000000035,249.00622000000035,5.521485797552746,1,1,0,0,1,1
3.9318256327243257,50.0,26.0,13.0,3.295836866004329,2,2,0,1,0,1
,,7.75,7.75,2.169053700369523,3,1,0,0,1,0
1.3862943611198906,3.0,31.3875,4.483928571428572,3.4777725458882283,3,7,4,2,0,1
3.970291913552122,52.0,79.65,26.55,4.390118804571218,1,3,1,1,0,0
3.713572066704308,40.0,0.0,0.0,0.0,1,1,0,0,1,0
,,7.75,7.75,2.169053700369523,3,1,0,0,1,0
3.610917912644224,36.0,10.5,10.5,2.4423470353692043,2,1,0,0,1,0
2.833213344056216,16.0,39.6875,6.614583333333333,3.705920919968788,3,6,4,1,0,0
3.258096538021482,25.0,7.775,3.8875,2.1719067693519296,3,2,1,0,0,1
4.07753744390572,58.0,153.4625,76.73125,5.039951348430309,1,2,0,1,0,1
3.58351893845611,35.0,135.6333,135.6333,4.91730069488021,1,1,0,0,1,1
,,31.0,31.0,3.4657359027997265,1,1,0,0,1,0
3.258096538021482,25.0,0.0,0.0,0.0,3,1,0,0,1,1
3.737669618283368,41.0,19.5,9.75,3.0204248861443626,2,2,0,1,0,1
3.6375861597263857,37.0,29.7,14.85,3.4242626545931514,1,2,0,1,0,0
,,7.75,7.75,2.169053700369523,3,1,0,0,1,1
4.158883083359672,63.0,77.9583,38.97915,4.368919865004903,1,2,1,0,0,1
3.828641396489095,45.0,7.75,7.75,2.169053700369523,3,1,0,0,1,0
,,0.0,0.0,0.0,2,1,0,0,1,0
2.079441541679836,7.0,29.125,4.854166666666667,3.405355391810819,3,6,4,1,0,0
3.58351893845611,35.0,20.25,6.75,3.056356895370426,3,3,1,1,0,1
4.189654742026425,65.0,7.75,7.75,2.169053700369523,3,1,0,0,1,0
3.367295829986474,28.0,7.8542,7.8542,2.180891922715322,3,1,0,0,1,0
2.833213344056216,16.0,9.5,9.5,2.3513752571634776,3,1,0,0,1,0
2.995732273553991,19.0,8.05,8.05,2.2027647577118348,3,1,0,0,1,1
,,26.0,26.0,3.295836866004329,1,1,0,0,1,0
3.5263605246161616,33.0,8.6625,8.6625,2.2682524139135403,3,1,0,0,1,0
3.4339872044851463,30.0,9.5,9.5,2.3513752571634776,3,1,0,0,1,1
3.1354942159291497,22.0,7.8958,7.8958,2.1855792552411137,3,1,0,0,1,0
3.7612001156935615,42.0,13.0,13.0,2.6390573296152584,2,1,0,0,1,1
3.1354942159291497,22.0,7.75,7.75,2.169053700369523,3,1,0,0,1,1
3.295836866004329,26.0,78.85,78.85,4.380149874661021,1,1,0,0,1,1
2.995732273553991,19.0,91.0792,45.5396,4.5226490762785785,1,2,1,0,0,1
3.610917912644224,36.0,12.875,12.875,2.630088659632498,2,1,0,0,1,0
3.218875824868201,24.0,8.85,8.85,2.2874714551839976,3,1,0,0,1,0
